Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

Cód.	Cod. Gr. Hom.	Designação	DCI	Forma Farmac.	Gen.	Desc. Grupo Homogéneo	Laboratório	Posologia	PVP	Titular AIM	Classificação

6269597	GH0000	MATRIX OCULAR GTS OFTAL 10 ML	 	 	NÃO	Não atribuido	Brill Pharma	 	0,00	Brill Pharma	NETT

6266148	GH0000	KELADOR CR MONODOSES 5 X5 ML	 	 	NÃO	Não atribuido	Brill Pharma	 	33,00	Brill Pharma	NETT

5137146	GH1233	VIMPAT 100 MG COMP REV X 14 	Lacosamida	Comprimido revestido por película	NÃO	Lacosamida | A101 | Oral | 100 mg | [1-20] unidades	 	Adulto e adolescente (16-18 anos) - 50 mg, de 12/12h (dose inicial), após uma 	23,93	UCB Pharma, S.A.	Éticos
6398388	GH0000	PIC INSUPEN (32GX4MM) - REF.02002261000000 4 MM N.D. CAIXA - 100	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	7,19	PIKDARE S.r.l	NETT

6332759	GH0000	MAGNESIUM K ACTIVE COMP EFERV X 30	 	 	NÃO	Não atribuido	 	 	19,50	Angelini	NETT

7009282	GH0000	HOLLISTER/MODERMAFLEXSOFTFLEX/REF.22301 MAXI-AF300-RECOR.15-75MM N.D. CAIXA - 30 	 	N.A.	NÃO	Não atribuido	 	 	63,90	Hollister Incorporated	Éticos

6110338	GH0000	VITIS ESC DENT ORTHODONT	 	 	NÃO	Não atribuido	Laboratórios Vitória, S.A.	 	5,30	Faes Farma	NETT

5637749	GH1027	PREGABALINA GÁTICA 25 MG CÁPSULA X 14 	Pregabalina	Cápsula	SIM	Pregabalina | A101 | Oral | 25 mg | [1-20] unidades	 	Adulto: Epilepsia e perturbação de ansiedade generalizada- dose inicial: 150 	1,25	Alter, S.A.	Éticos
6933788	GH0000	ORAL B PRO ESC ELECT 600	 	 	NÃO	Não atribuido	Procter & Gamble, S.A.	 	0,00	P&G	NETT

5474929	GH0923	MEMANTINA KRKA 10 MG COMP REV X 28	Memantina	Comprimido revestido por película	SIM	Memantina | A101 | Oral | 10 mg | [1-30] unidades	 	Semana 1 (dia 1-7): 5 mg/dia durante 7 dias. Semana 2 (dia 8-14): 10 mg/dia 	10,99	KRKA d.d., Novo mesto	Éticos
5036108160006	GH0000	MASCARA PORTWEST P201 C/ VALV	 	N.A.	NÃO	Não atribuido	 	 	1,56	 	NETT

5769138	GH1171	SILODOSINA MYLAN 4 MG CÁPSULA X 30	Silodosina	Cápsula	SIM	Silodosina | A101 | Oral | 4 mg | [21-60] unidades	 	 	6,68	Mylan, Lda.	Éticos

5769146	GH1172	SILODOSINA MYLAN 8 MG CÁPSULA X 30	Silodosina	Cápsula	SIM	Silodosina | A101 | Oral | 8 mg | [21-60] unidades	 	 	8,95	Mylan, Lda.	Éticos

5781000	GH1177	DUTASTERIDA + TANSULOSINA MYLAN 0.5 + 0.4 MG CÁPSULA X 30	Dutasterida + Tansulosina	Cápsula	SIM	Dutasterida + Tansulosina | A101 | Oral | 0.5 mg + 0.4 mg | [21-60] unidades	 	 	11,49	Mylan, Lda.	Éticos

6166587	GH0000	PESSARIO RUSCH PESSARIO SILIC 80MM 16680	 	 	NÃO	Não atribuido	 	 	32,85	Hasse	NETT

5761069	GH0000	ROSUVASTATINA + EZETIMIBA KRKA 20 + 10 MG COMP REV X 30	Rosuvastatina + Ezetimiba	Comprimido revestido por película	NÃO	Não atribuido	 	 	23,27	KRKA d.d., Novo mesto	Éticos

6360172	GH0000	MAGNESIUM K ACTIV COMPX30+30%REEMBOLS	 	 	NÃO	Não atribuido	 	 	13,35	Angelini	NETT

6333278	GH0000	CURAPROX CS 5460 ESC DENT ULT SOFT LOVE ED	 	 	NÃO	Não atribuido	 	 	9,65	Tecnimede	NETT

6256867	GH0000	FISIOCHAMBER - VISION - KM 1021 N.D. N.D. CAIXA - 1 	 	N.A.	NÃO	Não atribuido	 	 	29,00	Koo Medical Equipment (Shanghai) Co., Ltd.	NETT

6264986	GH0000	VEROVAL DUO CONT BRACADEIRA M 22-32CM	 	 	NÃO	Não atribuido	 	 	17,85	Hartmann	NETT

7761833	GH0000	FARMOZVIT MAGNESIO COMP X 30	 	 	NÃO	Não atribuido	 	 	11,65	Tecnigen	NETT

5704903	GH0000	FIASP 100 U/ML SOL INJETÁVEL 5 X 3 ML	Insulina aspártico (solúvel)	Solução injetável em cartucho	NÃO	Não atribuido	 	 	39,10	Novo Nordisk, A/S	Éticos

3211020	GH0000	HIALURONATO SODIO 5 GR	 	 	NÃO	Não atribuido	 	 	67,55	 	NETT

3091619	GH0000	FLUOCINOLONA ACETONIDO 1 GR	 	 	NÃO	Não atribuido	 	 	54,95	 	NETT

6457796	GH0000	FOAMIE CH SOLIDO ALOE VERA	 	 	NÃO	Não atribuido	Panginter, Lda	 	6,95	Pangiter	NETT

6457804	GH0000	FOAMIE CH SOLIDO HIBISCO	 	 	NÃO	Não atribuido	Panginter, Lda	 	6,95	Pangiter	NETT

6457812	GH0000	FOAMIE CH SOLIDO OLEO COCO	 	 	NÃO	Não atribuido	Panginter, Lda	 	6,95	Pangiter	NETT
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

6279000	GH0000	ELUDRIL EXTRA COLUT 300ML	 	 	NÃO	Não atribuido	Pierre Fabre, Lda	 	12,25	Pierre Fabre	NETT

6326496	GH0000	CURAPROX PERIO PL REGENERATE COLUT 200ML	 	 	NÃO	Não atribuido	 	 	10,95	Tecnimede	NETT

6272104	GH0000	CURAPROX PERIO PL BALANCE COLUT 200ML	 	 	NÃO	Não atribuido	 	 	10,95	Tecnimede	NETT

6326504	GH0000	CURAPROX PERIO PL SUPPORT PAST DENT 75ML	 	 	NÃO	Não atribuido	 	 	6,93	Tecnimede	NETT

6993147	GH0000	WWO JOELHEIRA ELASTICA 460 S	 	 	NÃO	Não atribuido	 	 	9,30	Magicpharma	NETT

6004614	GH0000	PROMANUM PURE SOL CUT S/PERF 100ML X20	 	 	NÃO	Não atribuido	 	 	2,50	B. Braun	NETT

5744719	GH0000	TESTAVAN 20 MG/G GEL RECIPIENTE MULTIDOSE 85.5 G	Testosterona	Gel	NÃO	Não atribuido	 	 	55,38	The Simple Pharma Company Limited	Éticos

6269274	GH0000	ORAL B PRO ESC ELECT CUID GENGIVAS 1	 	 	NÃO	Não atribuido	Procter & Gamble, S.A.	 	44,99	P&G	NETT

6260034	GH0000	ORAL B VITALITY ESC ELET CROSSA CTION PRETO	 	 	NÃO	Não atribuido	Procter & Gamble, S.A.	 	23,95	P&G	NETT

6260026	GH0000	ORAL B VITALITY ESC ELECT CROSS ACTION BRANCO	 	 	NÃO	Não atribuido	Procter & Gamble, S.A.	 	24,99	P&G	NETT

6992578	GH0000	ISDIN HYDRATION UREADIN ULT 30 CR ESF100 ML	 	 	NÃO	Não atribuido	 	 	22,80	Isdin	NETT

6007278	GH0000	D AVEIA GEL INTIM LUBRIF MONOD 5ML X6	 	 	NÃO	Não atribuido	 	 	15,70	Dermoteca	NETT

6241042	GH0000	PILOPEPTAN INTENSIVE SAQ 20ML X15	 	 	NÃO	Não atribuido	 	 	26,40	Diverpharma	NETT

5781711	GH0000	VOLTAREN EMULGELEX 23.2 MG/G GEL BISNAGA 100 GR	Diclofenac	Gel	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	Idosos, adultos e > 12 anos: aplicar na área afetada 2x/dia. Duração do 	16,90	GlaxoSmithKline Consumer Healthcare Produtos para a Saúde e Higiene Lda.	NETT
4499885	GH0560	EFEXOR XR 75 MG CÁPSULA DE LP X 10	Venlafaxina	Cápsula de libertação prolongada	NÃO	Venlafaxina | A102 | Oral | 75 mg | [1-20] unidades	 	Adulto: Episódios depressivos major - 75 mg/dia (Dmáx./dia=375 mg). 	5,06	Upjohn EESV	Éticos
2309081	GH0000	MASCARA P2 CONICA CON VALVULA FFP2D	 	N.A.	NÃO	Não atribuido	 	 	1,95	 	NETT

6336990	GH0000	LIBENAR BABY REC ASP NASAL  FILT DESC X20	 	 	NÃO	Não atribuido	 	 	0,00	Perrigo	NETT

6256628	GH0000	ATAXXA SOL PIP 1250/250MG CAO 10-25KG X 4	 	 	NÃO	Não atribuido	 	 	25,95	KRKA	NETT

6228361	GH0000	AMFLEE COMB 50/60 SOL PIP GAT/FURAO 0,5ML	 	 	NÃO	Não atribuido	 	 	3,95	KRKA	NETT

7472738	GH0000	TRIOLINUM FORTE CAPSX60	 	 	NÃO	Não atribuido	 	 	39,95	Noreva	NETT

6043125	GH0000	AVENE XERACALM AD PAIN LIMP NUTRITIVO 100 GR	 	 	NÃO	Não atribuido	 	 	7,99	Pierre Fabre	NETT

6041913	GH0000	AVENE XERACALM AD CONC ANTI PRURIDO 50 ML	 	 	NÃO	Não atribuido	 	 	12,95	Pierre Fabre	NETT

6033431	GH0000	OTOXOLAN GTS 3MG/10MG/1MG SUSP 10ML	 	 	NÃO	Não atribuido	 	 	12,50	KRKA	NETT

6970350	GH0000	BABE HYDRA CALM GEL BANHO JOJOBA 500ML	 	 	NÃO	Não atribuido	 	 	14,95	BABÉ Laboratórios	NETT

6370940	GH0000	FLEXADUR CR 150G	 	 	NÃO	Não atribuido	 	 	15,99	Silfarmaplus	NETT

5597273	GH0982	VALSARTAN + HIDRO CICLUM 160 MG + 12.5 MG COMP REV X 56 	Valsartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Valsartan + Hidroclorotiazida | A101 | Oral | 160 mg + 12.5 mg | [21-60] unidades	 	Hipertensão arterial essencial - 1 comprimido, de 24/24h.Via oral. Pode ser 	6,33	Ciclum Farma Unipessoal, Lda.	Éticos
5472907	GH0000	DESLORATADINA GENERIS 2.5 MG COMP OD X 30 	Desloratadina	Comprimido orodispersível	SIM	Não atribuido	 	 	9,62	Generis Farmacêutica, S.A.	Éticos

5746177	GH0000	SEGLUROMET 2.5 MG + 1000 MG COMP REV  X 56	Ertugliflozina + Metformina	Comprimido revestido por película	NÃO	Não atribuido	 	 	42,87	Merck Sharp & Dohme B.V.	Éticos

6938209	GH0000	PICU BABY COLONIA SUAVE INF 500ML	 	 	NÃO	Não atribuido	 	 	12,95	Ortomedifar	NETT

5775572	GH0000	FLOKORT 1 MG/ML + 3 MG/ML COLÍRIO 5 ML	Dexametasona + Ofloxacina	Colírio, solução	NÃO	Não atribuido	Laboratórios Edol - Produtos Farmacêuticos, SA	 	9,08	Laboratório Edol - Produtos Farmacêuticos, S.A.	Éticos

6981720	GH0000	BAMBO NATURE FRALD N1 2-4KG X 28	 	 	NÃO	Não atribuido	 	 	8,99	Quilaban	NETT

6981738	GH0000	BAMBO NATURE FRALD N2 3-6KG X 30	 	 	NÃO	Não atribuido	 	 	9,99	Quilaban	NETT

5637277	GH1027	PREGABALINA ALTER 25 MG CÁPSULA  - 14 	Pregabalina	Cápsula	SIM	Pregabalina | A101 | Oral | 25 mg | [1-20] unidades	 	Adulto: Epilepsia e perturbação de ansiedade generalizada- dose inicial: 150 	1,32	Alter, S.A.	Éticos
5637707	GH1032	PREGABALINA ALTER 100 MG CÁPSULA  - 84 	Pregabalina	Cápsula	SIM	Pregabalina | A101 | Oral | 100 mg | [21-90] unidades	 	Adulto: Epilepsia e perturbação de ansiedade generalizada- dose inicial: 150 	26,05	Alter, S.A.	Éticos
9288027	GH0000	AVIL RETARD 75 COMP REV CAIXA - 20 	 	Comprimido revestido	NÃO	Não atribuido	 	 	0,00	Hoeport - Produtos Farmacêuticos, Lda.	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

6323048	GH0000	VALDISPERT NOITE RAPID+ COMP OD X 20	 	 	NÃO	Não atribuido	 	 	13,65	Vemedia	NETT

6218925	GH0000	ALGODAO HASSEMED ALG HIDROFILO ZIG ZAG 70G	 	 	NÃO	Não atribuido	 	 	0,95	Hasse	NETT

6983536	GH0000	D AVEIA LOC HID CORP PEDIAT 250 ML	 	 	NÃO	Não atribuido	 	 	17,95	Dermoteca	NETT

1233402	GH0000	TESTE ALCOOL RESPIRACAO LIMITE 0.5% X 1	 	 	NÃO	Não atribuido	 	 	2,65	 	NETT

5723432	GH0000	PARACETAMOL PENTAFARMA 500 MG COMP  X 20	Paracetamol	Comprimido	NÃO	Não atribuido	 	 	1,00	Pentafarma - Sociedade Técnico-Medicinal, S.A.	NETT

5641329	GH0000	XADAGO 50 MG COMP REV X 30	Safinamida	Comprimido revestido por película	NÃO	Não atribuido	 	 	86,80	Zambon S.p.A.	Éticos

6256610	GH0000	ATAXXA SOL PIP 500/100MG CAO 4-10KG X 4	 	 	NÃO	Não atribuido	 	 	23,95	KRKA	NETT

6789333	GH0000	LYMPHOMYOSOT GTS ORAL 30 ML	 	 	NÃO	Não atribuido	 	 	14,67	 	NETT

6325985	GH0000	PROSTAMOL CAPS X 60	 	 	NÃO	Não atribuido	 	 	36,20	Menarini	NETT

5758453	GH0000	AZZAVIX SUP 1000 MG X 12 	Messalazina	Supositório	NÃO	Não atribuido	 	 	15,74	Faes Farma Portugal, S.A.	Éticos

6276170	GH0000	DUCRAY DEXYANE MED CR PALPEBRAL 15 ML	 	 	NÃO	Não atribuido	Pierre Fabre, Lda	 	19,95	Pierre Fabre	NETT

5701669	GH0904	QUETIAPINA TOLIFE SR 50 MG COMP DE LIB PROLONGADA X 10	Quetiapina	Comprimido de libertação prolongada	SIM	Quetiapina | A102 | Oral | 50 mg | [1-20] unidades	 	 	1,52	Towa Pharmaceutical, S.A.	Éticos

7473074	GH0000	CURAPROX PRIME ESCOV CPS 09 X5	 	 	NÃO	Não atribuido	 	 	9,45	Tecnimede	NETT

5657341	GH1133	PERINDOPRIL AMLODIPINA ZENTIVA 4 MG + 5 MG COMP X 30 	Perindopril + Amlodipina	Comprimido	NÃO	Perindopril + Amlodipina | A101 | Oral | 4 mg + 5 mg; 5 mg + 5 mg | [21-60] unidades	 	1 ou 2 comprimidos por dia.Via oral. Um comprimido por dia, numa toma, de 	10,98	Zentiva Portugal, Lda.	Éticos
6209197	GH0000	Q HEALTH SUPORTE PULSO POLEGAR S DIR WN01220	 	 	NÃO	Não atribuido	 	 	11,90	Quilaban	NETT

5760715	GH0000	PRAVID 30000 U.I. COMP REV X 3	Colecalciferol	Comprimido revestido por película	NÃO	Não atribuido	 	 	15,00	Laboratórios Atral, S.A.	Éticos

5788989	GH0000	BROMAZEPAM ARROWBLUE 6 MG COMPS 6 MG COMP FRASCO - 20 	Bromazepam	Comprimido	SIM	Não atribuido	 	 	1,96	Arrowblue Produtos Farmacêuticos S.A.	Éticos

5722764	GH0487	LOSARTAN HTZ GENERIS 50  + 12.5 MG COMP REV X 56 	Losartan + Hidroclorotiazida	Comprimido revestido por película	SIM	Losartan + Hidroclorotiazida | A101 | Oral | 50 mg + 12.5 mg | [21-60] unidades	 	 	9,37	Generis Farmacêutica, S.A.	Éticos

5733514	GH0000	TRICOVIVAX 50 MG/ML SOL CUTÂNEA 100 ML X 3	Minoxidil	Solução cutânea	NÃO	Não atribuido	 	Adultos: Aplicar 1 ml da solução a 5%, de 12 em 12 horas, pressionando 6 vezes 	56,95	Laboratório Medinfar - Produtos Farmacêuticos, S.A.	NETT
7444489	GH0000	PREVICOX COMP 227MG X 10	 	 	NÃO	Não atribuido	 	 	32,60	Boehringer Ingelheim Animal Health	NETT

2843688	GH0000	BLOPRESS COMP (8 +12.5) MG X 50 	Candesartan + Hidroclorotiazida	Comprimido	NÃO	Não atribuido	 	 	0,00	Laboratório Medinfar - Produtos Farmacêuticos, S.A.	Éticos

6272088	GH0000	CURAPROX PERIO+ FORTE  CHX 0,20 200 ML	 	 	NÃO	Não atribuido	 	 	10,95	Tecnimede	NETT

6256255	GH0000	CH.6229050 ESPONJA MARINH NAT GRANDE	 	 	NÃO	Não atribuido	 	 	9,95	ARTSANA           	NETT

6007930	GH0000	CH.1600010 PRATO TERMICO GIRL 6M+	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	16,95	ARTSANA           	NETT

6008672	GH0000	CH.1600020 PRATO TERM BOY 6M+	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	16,95	ARTSANA           	NETT

6334870	GH0000	CH.71031410 CHUP PHYSIO LT LUMI SIL 2-6M X 2	 	 	NÃO	Não atribuido	Artsana Portugal, S.A	 	10,30	ARTSANA           	NETT

6222950	GH0000	LYCIA 200142210 CLASS COLL 140 T2 MEL	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	32,95	Pikdare	NETT

6225425	GH0000	LYCIA 200142310 CLASS COLL 140 T3 MEL	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	32,95	Pikdare	NETT

6225417	GH0000	LYCIA 200142330 CLASS COLL 140 T3 NUDO	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	32,95	Pikdare	NETT

6222984	GH0000	LYCIA 200142370 CLASS COLL 140 T3 PRETO	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	32,95	Pikdare	NETT

6222992	GH0000	LYCIA 200142410 CLASS COLL 140 T4 MEL	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	32,95	Pikdare	NETT

6242271	GH0000	LYCIA 200142470 CLASS COLL 140 T4 PRETO	 	N.A.	NÃO	Não atribuido	Artsana Portugal, S.A	 	32,95	Pikdare	NETT

6269282	GH0000	ORAL B PRO ESC ELECT CUID GENGIVAS 2	 	 	NÃO	Não atribuido	Procter & Gamble, S.A.	 	59,99	P&G	NETT

5629662	GH0000	ATOZET 40 MG + 10 MG COMP REV X 30	Atorvastatina + Ezetimiba	Comprimido revestido por película	NÃO	Não atribuido	 	 	47,46	Organon Portugal, Sociedade Unipessoal, Lda.	Éticos

6277947	GH0000	PLURAL CPSSA GAZE ESTERIL 10X10CM X10	 	 	NÃO	Não atribuido	 	 	1,15	Plural	NETT
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

6078915	GH0000	DERCOS NUTRIENTS CH NUTRIT 250 ML	 	 	NÃO	Não atribuido	L´oreal Portugal, Lda	 	10,95	L Oréal Cosmética Activa	NETT

7004226	GH0000	BEXIDENT PASTA DENT ANTICARIES 125 ML	 	 	NÃO	Não atribuido	 	 	9,45	Isdin	NETT

6974154	GH0000	DERCOS ULTRA-APAZ CH CAB NORM/OL 390ML	 	 	NÃO	Não atribuido	L´oreal Portugal, Lda	 	14,99	L Oréal Cosmética Activa	NETT

5660964	GH0319	FLUCONAZOL AUROVITAS 100 MG CÁPSULA  X 14	Fluconazol	Cápsula	SIM	Fluconazol | A101 | Oral | 100 mg | [8-14] unidades	 	 	32,48	Generis Farmacêutica, S.A.	Éticos

6841585	GH0000	SVR DENSITIUM CR CONT OLHOS 15ML	 	 	NÃO	Não atribuido	 	 	31,95	Cosveritas	NETT

6103788	GH0000	LUVA ALGODAO LUVA ALGODAO MED 7-8	 	 	NÃO	Não atribuido	 	 	7,85	Hasse	NETT

6051987	GH0000	SCHOLL GELACTIV PARTY FEET ALMOF PLANTAR	 	 	NÃO	Não atribuido	 	 	9,95	Unibrands	NETT

6340786	GH0000	MEDELA SAFE DRY PROT SEIO DESCART X 60	 	 	NÃO	Não atribuido	 	 	7,95	Medela	NETT

1800140	GH0000	SEPTIC-LIS DESINFETANTE 250 ML	 	N.A.	NÃO	Não atribuido	 	 	6,95	 	NETT

6046649	GH0000	MENTALACTION 50+ COMP X 30 + CAPS X 30	 	N.A.	NÃO	Não atribuido	 	 	26,99	Perrigo	NETT

6035337	GH0000	MENTALACTION ADUL COMP X 30 + CAPS X 30	 	N.A.	NÃO	Não atribuido	 	 	31,65	Perrigo	NETT

5775929	GH0000	PROTIZOL 1.5 MG + 6 MG/0.3 ML COLÍRIO UNIDOSE X 60	Timolol + Dorzolamida	Colírio, solução em recipiente unidose	NÃO	Não atribuido	 	 	18,31	Laboratório Edol - Produtos Farmacêuticos, S.A.	Éticos

5606256	GH0000	GAVISCON COMP MAST X 48	Alginato de sódio + Bicarbonato de sódio + Carbonato de cálcio	Comprimido para mastigar	NÃO	Não atribuido	RAÚL VIEIRA, LDA	Adultos e crianças > ou = 12 anos: 2 a 4 comprimidos após as refeições e ao 	8,27	Reckitt Benckiser Healthcare, Lda.	NETT
6604520	GH0000	STERILFAR 250 ML RECARGA	 	 	NÃO	Não atribuido	 	 	4,95	INSTITUTO GALENICO	NETT

1704062	GH0000	STERILFAR 250 ML	 	 	NÃO	Não atribuido	 	 	5,75	 	NETT

5782768	GH0933	SERISIMA DIÁRIO 2 MG + 0.03 MG COMP REV X  84 	Dienogest + Etinilestradiol	Comprimido revestido por película	SIM	Dienogest + Etinilestradiol | A101 | Oral | 2 mg + 0.03 mg | 3 CICLOS [63-84] 	 	 	9,97	Exeltis Healthcare, S.L.	Éticos

5719653	GH0000	AMELYE 2 MG + 0.03 MG COMP REV  X 168	Dienogest + Etinilestradiol	Comprimido revestido por película	SIM	Não atribuido	 	 	42,47	Laboratoires Bailleul, S.A.	Éticos

3851987	GH0000	DAFALGAN 1 G 1000 MG COMP EFERV X 8	Paracetamol	Comprimido efervescente	NÃO	Não atribuido	 	Adultos: 1 comp. a cada 6 a 8 h (não exceder os 4 g/dia). Via oral. Dissolver 	1,80	UPSA SAS	Éticos
6413385	GH0000	ROSSMAX TERMOMET OUVIDO IV RA-500	 	N.A.	NÃO	Não atribuido	 	 	44,95	Paulo Ferreira & Santos	NETT

7432674	GH0000	BANACEP VET COMP REV CAES 5MG X 14	 	N.A.	NÃO	Não atribuido	 	 	9,95	Calier	NETT

6398438	GH0000	ACCU-FINE 4 MM CAIXA X 100	 	N.A.	NÃO	Não atribuido	 	 	7,19	Becton, Dickinson and Company, BD Diagnostics Preanalytical Systems	NETT

6359885	GH0000	CENTRUM HOMEM 50+ COMP X 90	 	N.A.	NÃO	Não atribuido	Glaxo Smithkline Consumer Healthcare, Lda.	 	44,95	Haleon	NETT

5719638	GH0932	AMELYE 2 MG + 0.03 MG COMP REV X 28	Dienogest + Etinilestradiol	Comprimido revestido por película	SIM	Dienogest + Etinilestradiol | A101 | Oral | 2 mg + 0.03 mg | 1 CICLO [21-28] 	 	 	4,31	Laboratoires Bailleul, S.A.	Éticos

7748848	GH0000	PARAFINA LIQUIDA 100 ML LABSOLVE	 	N.A.	NÃO	Não atribuido	 	 	2,30	José Manuel Gomes dos Santos	NETT

6152975	GH0000	HOLON ALCOOL 96º 250 ML HOLON	 	 	NÃO	Não atribuido	 	 	0,90	MPS Markfarma	NETT

6391151	GH0000	RHINODOUCHE SIST LAV NASAL+26 SAQ	 	 	NÃO	Não atribuido	 	 	29,95	Sellium Pharma	NETT

5756879	GH1151	FEBUXOSTATE PENTAFARMA 80 MG COMP REV X 28 	Febuxostate	Comprimido revestido por película	SIM	Febuxostate | A101 | Oral | 80 mg | [21-60] unidades	 	 	17,07	Pentafarma - Sociedade Técnico-Medicinal, S.A.	Éticos

5032669	GH0860	OLANZAPINA NOLIAN 2.5 MG COMP REV  X 28 	Olanzapina	Comprimido revestido por película	SIM	Olanzapina | A101 | Oral | 2.5 mg | [21-60] unidades	 	 	5,06	Pentafarma - Sociedade Técnico-Medicinal, S.A.	Éticos

6186254	GH0000	PHYSIOLOGICA SORO FISIO 5 ML X 40	 	N.A.	NÃO	Não atribuido	 	 	7,65	Recordati	NETT

5741566	GH0000	TADALAFIL BLUEPHARMA 5 MG COMP REV  X 28	Tadalafil	Comprimido revestido por película	SIM	Não atribuido	 	 	43,53	Bluepharma Genéricos - Comércio de Medicamentos S.A.	Éticos

6506196	GH0000	ALCOOL DESINFETANTE GEL SEPTIPUR  100 ML	 	N.A.	NÃO	Não atribuido	 	 	4,50	Growing Farmacêutica	NETT

6431550	GH0000	ASEPTOMAN SOLUCAO ALCOOLICA X 500 ML	 	N.A.	NÃO	Não atribuido	 	 	3,50	 	NETT

7749002	GH0000	CLORETO MAGNESIO DIMOR 100G	 	N.A.	NÃO	Não atribuido	 	 	2,99	Dimor	NETT

6347104	GH0000	ROCHE POSAY LIPIKAR BAUME APM 400 ML	 	N.A.	NÃO	Não atribuido	L´oreal Portugal, Lda	 	30,85	L Oréal Cosmética Activa	NETT

5781059	GH1133	PERINDOPRIL AMLODIPINA TOLIFE 4 + 5 MG COMP X 30	Perindopril + Amlodipina	Comprimido	NÃO	Perindopril + Amlodipina | A101 | Oral | 4 mg + 5 mg; 5 mg + 5 mg | [21-60] unidades	 	 	6,56	Towa Pharmaceutical, S.A.	Éticos
Listagem de Produtos

Filtros Aplicados: «Estado Produto» = 'Normal' E «Código» > '0' 
Farmácia: Vitorino	Contribuinte:	516877160

Avenida Bernardo Santareno, 24

5745831	GH0270	CLOZAPINA GENERIS 100 MG COMP X 60	Clozapina	Comprimido	SIM	Clozapina | A101 | Oral | 100 mg | [21-60] unidades	 	 	19,06	Generis Farmacêutica, S.A.	Éticos

6081927	GH0000	SULFATO MAGNESIO 100G	 	N.A.	NÃO	Não atribuido	 	 	2,95	Laborspirit	NETT

5738422	GH0000	AUGMENTIN DUO 400 MG + 57 MG/5 ML PÓ  SUSP ORAL  70 ML	Amoxicilina + Ácido clavulânico	Pó para suspensão oral	NÃO	Não atribuido	 	 	5,06	GlaxoSmithkline Produtos Farmacêuticos, Lda.	Éticos

6336487	GH0000	PERIO KIN HYALURONIC GEL 1% 30ML	 	 	NÃO	Não atribuido	 	 	14,61	KIN	NETT

6266866	GH0000	SORO FISIOLOGICO SPRAY 0,9% 60ML ALIFAR	 	N.A.	NÃO	Não atribuido	 	 	2,90	INSTITUTO GALENICO	NETT

5782800	GH0000	MICROPAM 5 MG/2.5 ML SOL RETAL 4 X 2.5 ML	Diazepam	Solução retal	NÃO	Não atribuido	 	 	4,31	Generis	Éticos

1003186	GH0000	ALCOOL DESINFETANTE GEL 100 ML	 	N.A.	NÃO	Não atribuido	 	 	3,95	 	NETT

5600334460065	GH0000	LUVAS VYNIL T M X 100	 	 	NÃO	Não atribuido	 	 	7,99	 	NETT

6211037	GH0000	RUBBERGOLD LUVA LAT C/PO S X100	 	 	NÃO	Não atribuido	 	 	8,95	Raclac	NETT

5741822	GH0000	COLROSET 5 MG + 10 MG COMP X 28	Rosuvastatina + Ezetimiba	Comprimido	NÃO	Não atribuido	 	 	26,61	Laboratório Medinfar - Produtos Farmacêuticos, S.A.	Éticos

6335992	GH0000	MAGCARE CAPS X30	 	N.A.	NÃO	Não atribuido	 	 	14,95	Lifewell	NETT

6003084	GH0000	ALCOOL DESINFETANTE GEL 70% 30ML	 	N.A.	NÃO	Não atribuido	 	 	8,65	 	NETT

7004127	GH0000	WELLAND / AURUM/REF.XMHDM513 MÉDIO N.D. CAIXA - 30 	 	N.A.	NÃO	Não atribuido	 	 	76,50	Welland Medical Ltd	Éticos

5600334460058	GH0000	LUVAS VINYL T S X100	 	 	NÃO	Não atribuido	 	 	5,99	 	NETT

5764352	GH0000	EBYMECT COMP REV 1000+5 MG X 56	Metformina + Dapagliflozina	Comprimido revestido por película	NÃO	Não atribuido	 	 	44,17	AstraZeneca AB	Éticos

